Geography,Geographic_Area_Name,County,tot_pop_est,tot_pop_err,tot_pop_under_5_est,tot_pop_under_5_err,tot_pop_over_65_est,tot_pop_over_65_err,per_pop_under_5_est,per_pop_under_5_err,per_pop_over_65_est,per_pop_over_65_err
1400000US36047038500,"Census Tract 385, Kings County, New York",Kings,4324,1091,133,101,703,299,3.1,2.1,16.3,6.9
1400000US36047038600,"Census Tract 386, Kings County, New York",Kings,3448,673,275,119,389,104,8,2.9,11.3,3.4
1400000US36047038700,"Census Tract 387, Kings County, New York",Kings,3965,717,410,183,423,135,10.3,3.3,10.7,3.5
1400000US36047038800,"Census Tract 388, Kings County, New York",Kings,4419,802,567,240,528,138,12.8,5,11.9,4.1
1400000US36047038900,"Census Tract 389, Kings County, New York",Kings,3007,629,17,27,231,54,0.6,0.9,7.7,2.3
1400000US36047039000,"Census Tract 390, Kings County, New York",Kings,2486,378,263,97,457,98,10.6,3.4,18.4,4.4
1400000US36047039100,"Census Tract 391, Kings County, New York",Kings,3536,708,129,100,311,148,3.6,2.8,8.8,4.2
1400000US36047039200,"Census Tract 392, Kings County, New York",Kings,3108,660,440,208,348,109,14.2,5.2,11.2,4.3
1400000US36047039300,"Census Tract 393, Kings County, New York",Kings,4012,637,202,116,234,90,5,2.8,5.8,2.5
1400000US36047039400,"Census Tract 394, Kings County, New York",Kings,2240,393,217,102,457,125,9.7,4,20.4,6.1
1400000US36047039500,"Census Tract 395, Kings County, New York",Kings,3958,725,229,173,323,143,5.8,4.3,8.2,3.8
1400000US36047039600,"Census Tract 396, Kings County, New York",Kings,1910,357,228,157,290,91,11.9,7.5,15.2,5
1400000US36047039700,"Census Tract 397, Kings County, New York",Kings,3342,612,230,130,334,115,6.9,3.9,10,3.7
1400000US36047039800,"Census Tract 398, Kings County, New York",Kings,2845,532,216,98,387,123,7.6,3,13.6,4.3
1400000US36047039900,"Census Tract 399, Kings County, New York",Kings,4229,744,110,90,501,258,2.6,2.1,11.8,5.7
1400000US36047040000,"Census Tract 400, Kings County, New York",Kings,2906,534,246,110,432,143,8.5,3.2,14.9,4.4
1400000US36047040100,"Census Tract 401, Kings County, New York",Kings,3203,642,35,57,581,375,1.1,1.7,18.1,9.3
1400000US36047040200,"Census Tract 402, Kings County, New York",Kings,2844,313,237,69,467,133,8.3,2.4,16.4,3.9
1400000US36047040300,"Census Tract 403, Kings County, New York",Kings,3697,519,87,81,622,195,2.4,2.1,16.8,4.9
1400000US36047040400,"Census Tract 404, Kings County, New York",Kings,2355,308,158,64,317,83,6.7,2.5,13.5,3.3
1400000US36047040500,"Census Tract 405, Kings County, New York",Kings,1512,322,182,94,94,64,12,5.8,6.2,4.5
1400000US36047040600,"Census Tract 406, Kings County, New York",Kings,3642,535,351,158,530,204,9.6,4.2,14.6,5.7
1400000US36047040700,"Census Tract 407, Kings County, New York",Kings,0,12,0,12,0,12,-,**,-,**
1400000US36047040800,"Census Tract 408, Kings County, New York",Kings,3485,613,307,156,634,294,8.8,3.9,18.2,7.3
1400000US36047040900,"Census Tract 409, Kings County, New York",Kings,3829,815,177,114,459,398,4.6,2.8,12,9.5
1400000US36047041000,"Census Tract 410, Kings County, New York",Kings,2004,565,203,89,292,78,10.1,4.7,14.6,6.1
1400000US36047041100,"Census Tract 411, Kings County, New York",Kings,3050,671,249,160,376,131,8.2,5.2,12.3,4
1400000US36047041200,"Census Tract 412, Kings County, New York",Kings,3404,666,264,139,389,105,7.8,4,11.4,3.4
1400000US36047041300,"Census Tract 413, Kings County, New York",Kings,3743,620,346,182,543,166,9.2,4.1,14.5,4.8
1400000US36047041401,"Census Tract 414.01, Kings County, New York",Kings,1541,367,233,148,170,80,15.1,7.7,11,5
1400000US36047041402,"Census Tract 414.02, Kings County, New York",Kings,1829,280,153,60,465,144,8.4,3.2,25.4,7.5
1400000US36047041500,"Census Tract 415, Kings County, New York",Kings,4112,818,89,61,382,138,2.2,1.5,9.3,3
1400000US36047041600,"Census Tract 416, Kings County, New York",Kings,2343,569,500,332,323,94,21.3,9.7,13.8,5.1
1400000US36047041700,"Census Tract 417, Kings County, New York",Kings,3221,698,101,90,626,172,3.1,2.6,19.4,5.3
1400000US36047041800,"Census Tract 418, Kings County, New York",Kings,2859,499,325,144,492,99,11.4,3.9,17.2,4.1
1400000US36047041900,"Census Tract 419, Kings County, New York",Kings,3914,824,198,108,317,85,5.1,2.8,8.1,2.8
1400000US36047042000,"Census Tract 420, Kings County, New York",Kings,1930,356,144,68,296,78,7.5,2.9,15.3,4.8
1400000US36047042100,"Census Tract 421, Kings County, New York",Kings,4239,755,313,134,465,219,7.4,2.5,11,6
1400000US36047042200,"Census Tract 422, Kings County, New York",Kings,3545,676,279,96,372,124,7.9,2.9,10.5,4.1
1400000US36047042300,"Census Tract 423, Kings County, New York",Kings,3840,651,139,112,311,126,3.6,2.8,8.1,3.5
1400000US36047042400,"Census Tract 424, Kings County, New York",Kings,3342,703,246,156,442,178,7.4,4,13.2,4.1
1400000US36047042500,"Census Tract 425, Kings County, New York",Kings,3321,568,165,120,46,58,5,3.6,1.4,1.8
1400000US36047042600,"Census Tract 426, Kings County, New York",Kings,4129,721,163,108,740,155,3.9,2.6,17.9,4.7
1400000US36047042700,"Census Tract 427, Kings County, New York",Kings,4730,648,158,113,296,139,3.3,2.3,6.3,2.8
1400000US36047042800,"Census Tract 428, Kings County, New York",Kings,3789,573,234,130,766,125,6.2,3.1,20.2,3.4
1400000US36047042900,"Census Tract 429, Kings County, New York",Kings,5205,962,296,184,136,74,5.7,2.7,2.6,1.6
1400000US36047043000,"Census Tract 430, Kings County, New York",Kings,3276,556,263,161,443,140,8,4.3,13.5,3.9
1400000US36047043100,"Census Tract 431, Kings County, New York",Kings,4654,604,245,164,320,92,5.3,3.4,6.9,2
1400000US36047043200,"Census Tract 432, Kings County, New York",Kings,4195,662,412,171,526,155,9.8,3.8,12.5,4.1
1400000US36047043300,"Census Tract 433, Kings County, New York",Kings,3529,615,342,208,342,111,9.7,4.8,9.7,3.5
1400000US36047043400,"Census Tract 434, Kings County, New York",Kings,3618,659,509,304,483,129,14.1,6.5,13.3,4
1400000US36047043500,"Census Tract 435, Kings County, New York",Kings,4921,675,344,225,347,151,7,4.4,7.1,3
1400000US36047043600,"Census Tract 436, Kings County, New York",Kings,4877,800,287,136,795,247,5.9,2.8,16.3,3.9
1400000US36047043700,"Census Tract 437, Kings County, New York",Kings,5796,1194,515,468,291,116,8.9,6.7,5,2.3
1400000US36047043800,"Census Tract 438, Kings County, New York",Kings,2532,302,316,110,386,148,12.5,4.2,15.2,5.3
1400000US36047043900,"Census Tract 439, Kings County, New York",Kings,3424,552,65,56,400,150,1.9,1.6,11.7,3.5
1400000US36047044000,"Census Tract 440, Kings County, New York",Kings,2736,448,332,162,372,69,12.1,4.6,13.6,3.5
1400000US36047044100,"Census Tract 441, Kings County, New York",Kings,5101,954,195,109,717,334,3.8,2.1,14.1,5
1400000US36047044200,"Census Tract 442, Kings County, New York",Kings,2699,416,353,129,632,196,13.1,3.9,23.4,7.5
1400000US36047044300,"Census Tract 443, Kings County, New York",Kings,4417,617,190,139,339,117,4.3,2.9,7.7,2.9
1400000US36047044400,"Census Tract 444, Kings County, New York",Kings,3458,606,386,158,570,173,11.2,4.3,16.5,4.2
1400000US36047044500,"Census Tract 445, Kings County, New York",Kings,4393,645,172,110,499,153,3.9,2.5,11.4,3.7
1400000US36047044600,"Census Tract 446, Kings County, New York",Kings,1984,366,145,65,156,64,7.3,3,7.9,3
1400000US36047044700,"Census Tract 447, Kings County, New York",Kings,2543,334,140,79,49,39,5.5,3.4,1.9,1.5
1400000US36047044800,"Census Tract 448, Kings County, New York",Kings,1793,255,153,67,447,90,8.5,3.2,24.9,5
1400000US36047044901,"Census Tract 449.01, Kings County, New York",Kings,2989,583,93,85,210,115,3.1,2.8,7,3.9
1400000US36047044902,"Census Tract 449.02, Kings County, New York",Kings,0,12,0,12,0,12,-,**,-,**
1400000US36047045000,"Census Tract 450, Kings County, New York",Kings,648,229,100,77,57,31,15.4,8.8,8.8,5.3
1400000US36047045200,"Census Tract 452, Kings County, New York",Kings,2564,545,361,145,512,134,14.1,3.9,20,6.2
1400000US36047045300,"Census Tract 453, Kings County, New York",Kings,2410,390,116,94,204,154,4.8,3.7,8.5,6.1
1400000US36047045400,"Census Tract 454, Kings County, New York",Kings,1877,528,163,71,277,80,8.7,3.9,14.8,6
1400000US36047045600,"Census Tract 456, Kings County, New York",Kings,2183,304,270,119,408,114,12.4,5.5,18.7,4
1400000US36047045800,"Census Tract 458, Kings County, New York",Kings,1215,255,121,75,290,97,10,5.3,23.9,8
1400000US36047046000,"Census Tract 460, Kings County, New York",Kings,3104,557,260,161,451,173,8.4,4.5,14.5,5.1
1400000US36047046201,"Census Tract 462.01, Kings County, New York",Kings,2050,398,198,113,494,155,9.7,4.9,24.1,8.3
1400000US36047046202,"Census Tract 462.02, Kings County, New York",Kings,1894,392,148,60,253,68,7.8,2.7,13.4,4.4
1400000US36047046400,"Census Tract 464, Kings County, New York",Kings,2717,593,296,109,222,74,10.9,4.1,8.2,3.3
1400000US36047046800,"Census Tract 468, Kings County, New York",Kings,1995,450,260,92,372,304,13,4.4,18.6,12.8
1400000US36047047000,"Census Tract 470, Kings County, New York",Kings,2396,479,326,143,223,89,13.6,4.6,9.3,4.5
1400000US36047047200,"Census Tract 472, Kings County, New York",Kings,2865,571,391,122,391,217,13.6,3.2,13.6,7.3
1400000US36047047400,"Census Tract 474, Kings County, New York",Kings,2258,426,232,95,489,113,10.3,3.2,21.7,5.3
1400000US36047047600,"Census Tract 476, Kings County, New York",Kings,3004,860,381,208,701,223,12.7,4.3,23.3,11.5
1400000US36047047700,"Census Tract 477, Kings County, New York",Kings,3701,510,322,160,257,93,8.7,3.7,6.9,2.5
1400000US36047047800,"Census Tract 478, Kings County, New York",Kings,3926,631,276,141,446,148,7,3.2,11.4,3.9
1400000US36047048000,"Census Tract 480, Kings County, New York",Kings,3447,716,338,189,331,121,9.8,5,9.6,4.5
1400000US36047048100,"Census Tract 481, Kings County, New York",Kings,3047,785,116,103,353,118,3.8,2.6,11.6,5.3
1400000US36047048200,"Census Tract 482, Kings County, New York",Kings,4955,804,240,142,960,303,4.8,2.7,19.4,5.4
1400000US36047048400,"Census Tract 484, Kings County, New York",Kings,5566,1004,520,215,549,170,9.3,3.6,9.9,3.3
1400000US36047048500,"Census Tract 485, Kings County, New York",Kings,2254,289,66,76,163,81,2.9,3.2,7.2,3.4
1400000US36047048600,"Census Tract 486, Kings County, New York",Kings,3152,871,258,106,312,95,8.2,3.7,9.9,3.8
1400000US36047048800,"Census Tract 488, Kings County, New York",Kings,4044,546,152,100,498,110,3.8,2.3,12.3,2.7
1400000US36047048900,"Census Tract 489, Kings County, New York",Kings,3591,796,346,159,480,96,9.6,3.4,13.4,4.6
1400000US36047049000,"Census Tract 490, Kings County, New York",Kings,5354,991,628,277,850,369,11.7,4.3,15.9,5.8
1400000US36047049100,"Census Tract 491, Kings County, New York",Kings,6818,1108,357,187,1131,228,5.2,3,16.6,3.9
1400000US36047049200,"Census Tract 492, Kings County, New York",Kings,3240,586,322,128,319,135,9.9,3.1,9.8,4
1400000US36047049301,"Census Tract 493.01, Kings County, New York",Kings,2288,454,170,167,414,156,7.4,6.3,18.1,6.8
1400000US36047049302,"Census Tract 493.02, Kings County, New York",Kings,5004,685,273,216,675,214,5.5,3.9,13.5,4.6
1400000US36047049400,"Census Tract 494, Kings County, New York",Kings,5681,613,394,175,995,183,6.9,3,17.5,3.3
1400000US36047049500,"Census Tract 495, Kings County, New York",Kings,2558,448,122,75,162,58,4.8,2.7,6.3,2.4
1400000US36047049600,"Census Tract 496, Kings County, New York",Kings,4022,583,205,105,534,156,5.1,2.5,13.3,3.7
1400000US36047049700,"Census Tract 497, Kings County, New York",Kings,2765,330,193,85,252,90,7,2.9,9.1,3.5
1400000US36047049800,"Census Tract 498, Kings County, New York",Kings,4011,558,334,121,508,165,8.3,3.1,12.7,3.3
1400000US36047049900,"Census Tract 499, Kings County, New York",Kings,2030,387,64,40,58,38,3.2,1.9,2.9,2
1400000US36047050001,"Census Tract 500.01, Kings County, New York",Kings,2154,408,78,39,391,145,3.6,1.9,18.2,6.1
1400000US36047050002,"Census Tract 500.02, Kings County, New York",Kings,1813,316,186,98,263,103,10.3,4.5,14.5,5.9
1400000US36047050100,"Census Tract 501, Kings County, New York",Kings,3249,477,114,74,304,142,3.5,2.1,9.4,4.3
1400000US36047050202,"Census Tract 502.02, Kings County, New York",Kings,2293,285,151,90,514,168,6.6,3.7,22.4,5.9
1400000US36047050300,"Census Tract 503, Kings County, New York",Kings,2724,448,132,69,174,61,4.8,2.6,6.4,2.5
1400000US36047050401,"Census Tract 504.01, Kings County, New York",Kings,2925,417,242,146,490,138,8.3,4.6,16.8,4.1
1400000US36047050402,"Census Tract 504.02, Kings County, New York",Kings,1918,791,152,105,182,91,7.9,6.3,9.5,6
1400000US36047050500,"Census Tract 505, Kings County, New York",Kings,3964,742,230,214,530,108,5.8,4.7,13.4,4
1400000US36047050600,"Census Tract 506, Kings County, New York",Kings,5069,810,303,119,591,222,6,2.3,11.7,3.7
1400000US36047050700,"Census Tract 507, Kings County, New York",Kings,3189,798,695,230,71,26,21.8,4.1,2.2,0.9
1400000US36047050801,"Census Tract 508.01, Kings County, New York",Kings,3691,519,243,116,352,95,6.6,3,9.5,2.6
1400000US36047050803,"Census Tract 508.03, Kings County, New York",Kings,2648,463,132,78,327,104,5,2.4,12.3,4.1
1400000US36047050804,"Census Tract 508.04, Kings County, New York",Kings,6121,1027,306,232,604,152,5,3.4,9.9,2.6
1400000US36047050900,"Census Tract 509, Kings County, New York",Kings,5777,1375,1459,511,80,45,25.3,3.7,1.4,0.9
1400000US36047051001,"Census Tract 510.01, Kings County, New York",Kings,4677,1001,650,362,562,147,13.9,5.2,12,3.3
1400000US36047051002,"Census Tract 510.02, Kings County, New York",Kings,4131,465,146,81,530,151,3.5,2,12.8,3.8
1400000US36047051100,"Census Tract 511, Kings County, New York",Kings,4326,433,194,87,590,124,4.5,2.1,13.6,2.8
1400000US36047051200,"Census Tract 512, Kings County, New York",Kings,5823,1119,473,231,488,122,8.1,3.6,8.4,2.8
1400000US36047051300,"Census Tract 513, Kings County, New York",Kings,5413,713,347,232,548,245,6.4,3.8,10.1,4.3
1400000US36047051400,"Census Tract 514, Kings County, New York",Kings,7572,984,515,279,693,224,6.8,3.5,9.2,2.9
1400000US36047051500,"Census Tract 515, Kings County, New York",Kings,2608,476,92,49,56,47,3.5,1.9,2.1,1.8
1400000US36047051601,"Census Tract 516.01, Kings County, New York",Kings,5123,687,427,206,513,128,8.3,3.5,10,2.6
1400000US36047051602,"Census Tract 516.02, Kings County, New York",Kings,3884,624,146,105,596,154,3.8,2.7,15.3,3.6
1400000US36047051700,"Census Tract 517, Kings County, New York",Kings,2691,395,169,68,80,36,6.3,2.5,3,1.4
1400000US36047051800,"Census Tract 518, Kings County, New York",Kings,3128,629,204,123,644,178,6.5,3.6,20.6,6
1400000US36047051900,"Census Tract 519, Kings County, New York",Kings,5163,860,267,140,179,121,5.2,2.6,3.5,2.4
1400000US36047052000,"Census Tract 520, Kings County, New York",Kings,3708,614,322,133,421,238,8.7,3.5,11.4,5.3
1400000US36047052300,"Census Tract 523, Kings County, New York",Kings,5049,610,224,190,698,163,4.4,3.8,13.8,3.6
1400000US36047052500,"Census Tract 525, Kings County, New York",Kings,3495,661,306,138,543,117,8.8,3.1,15.5,4.9
1400000US36047052600,"Census Tract 526, Kings County, New York",Kings,4521,568,434,213,449,127,9.6,4,9.9,2.8
1400000US36047052700,"Census Tract 527, Kings County, New York",Kings,6438,1050,338,150,719,277,5.3,2.1,11.2,4.4
1400000US36047052800,"Census Tract 528, Kings County, New York",Kings,1800,213,146,59,333,83,8.1,3.2,18.5,3.7
1400000US36047052900,"Census Tract 529, Kings County, New York",Kings,3473,667,522,169,258,132,15,4.8,7.4,3.8
1400000US36047053000,"Census Tract 530, Kings County, New York",Kings,3862,802,405,116,508,135,10.5,3,13.2,4
1400000US36047053101,"Census Tract 531.01, Kings County, New York",Kings,2487,540,668,195,175,128,26.9,4.9,7,5.8
1400000US36047053102,"Census Tract 531.02, Kings County, New York",Kings,6053,1475,918,272,18,24,15.2,4.1,0.3,0.4
1400000US36047053200,"Census Tract 532, Kings County, New York",Kings,2756,394,377,131,493,156,13.7,3.5,17.9,4.9
1400000US36047053300,"Census Tract 533, Kings County, New York",Kings,6617,1495,1094,318,776,300,16.5,3.4,11.7,5.4
1400000US36047053400,"Census Tract 534, Kings County, New York",Kings,4659,762,552,211,652,169,11.8,3.8,14,3.4
1400000US36047053500,"Census Tract 535, Kings County, New York",Kings,3767,931,834,350,237,105,22.1,5.6,6.3,3.1
1400000US36047053700,"Census Tract 537, Kings County, New York",Kings,3749,664,658,202,349,124,17.6,3.8,9.3,3.2
1400000US36047053800,"Census Tract 538, Kings County, New York",Kings,5487,935,520,249,787,237,9.5,3.6,14.3,4.2
1400000US36047053900,"Census Tract 539, Kings County, New York",Kings,2517,389,326,125,560,207,13,4.3,22.2,6.8
1400000US36047054200,"Census Tract 542, Kings County, New York",Kings,4096,546,323,120,963,248,7.9,3,23.5,5.7
1400000US36047054300,"Census Tract 543, Kings County, New York",Kings,0,12,0,12,0,12,-,**,-,**
1400000US36047054400,"Census Tract 544, Kings County, New York",Kings,3590,569,277,153,664,253,7.7,3.5,18.5,7.2
1400000US36047054500,"Census Tract 545, Kings County, New York",Kings,8035,1415,1110,543,1353,360,13.8,5.9,16.8,5.3
1400000US36047054600,"Census Tract 546, Kings County, New York",Kings,4798,620,513,230,1013,219,10.7,4.3,21.1,5
1400000US36047054700,"Census Tract 547, Kings County, New York",Kings,5970,905,753,263,221,85,12.6,3.9,3.7,1.5
1400000US36047054800,"Census Tract 548, Kings County, New York",Kings,2134,437,192,82,396,105,9,3.4,18.6,5.6
1400000US36047054900,"Census Tract 549, Kings County, New York",Kings,4434,884,482,236,40,46,10.9,3.6,0.9,1.1
1400000US36047055000,"Census Tract 550, Kings County, New York",Kings,3223,435,286,139,609,202,8.9,4,18.9,5.5
1400000US36047055100,"Census Tract 551, Kings County, New York",Kings,5033,772,250,132,716,488,5,2.6,14.2,8.5
1400000US36047055200,"Census Tract 552, Kings County, New York",Kings,3393,425,131,78,766,228,3.9,2.3,22.6,5
1400000US36047055300,"Census Tract 553, Kings County, New York",Kings,2942,613,68,47,260,90,2.3,1.6,8.8,3.7
1400000US36047055400,"Census Tract 554, Kings County, New York",Kings,4064,567,335,140,530,150,8.2,3.2,13,3.6
1400000US36047055500,"Census Tract 555, Kings County, New York",Kings,8541,860,779,199,214,94,9.1,2,2.5,1.2
1400000US36047055600,"Census Tract 556, Kings County, New York",Kings,3657,629,250,174,662,192,6.8,4.4,18.1,5.3
1400000US36047055700,"Census Tract 557, Kings County, New York",Kings,1633,342,104,70,95,43,6.4,4,5.8,2.9
1400000US36047055800,"Census Tract 558, Kings County, New York",Kings,2496,288,233,77,508,149,9.3,2.8,20.4,5.1
1400000US36047056000,"Census Tract 560, Kings County, New York",Kings,3390,376,306,93,962,251,9,2.6,28.4,5.6
1400000US36047056100,"Census Tract 561, Kings County, New York",Kings,3561,442,167,68,429,157,4.7,1.9,12,4.1
1400000US36047056200,"Census Tract 562, Kings County, New York",Kings,1747,341,144,86,381,105,8.2,5.1,21.8,4.2
1400000US36047056301,"Census Tract 563.01, Kings County, New York",Kings,4024,599,288,167,542,141,7.2,3.7,13.5,4.1
1400000US36047056302,"Census Tract 563.02, Kings County, New York",Kings,1513,422,144,64,41,59,9.5,4.7,2.7,4
1400000US36047056400,"Census Tract 564, Kings County, New York",Kings,2491,396,200,72,519,109,8,2.5,20.8,4.2
1400000US36047056500,"Census Tract 565, Kings County, New York",Kings,3177,395,170,95,403,146,5.4,2.7,12.7,4.7
